Fecha,Valor
2022-04-18,6.113275
2022-04-19,5.741672
2022-04-20,6.778293
2022-04-21,4.635261
2022-04-22,4.858085
2022-04-23,6.4958534
2022-04-24,6.206417
2022-04-25,5.028115
2022-04-26,3.924837
2022-04-27,4.644499
2022-04-28,4.941677
2022-04-29,6.114289
2022-04-30,6.2739525
2022-05-01,4.646023
2022-05-02,5.4992847
2022-05-03,5.751317
2022-05-04,6.47347
2022-05-05,6.3964424
2022-05-06,5.9410105
2022-05-07,6.764945
2022-05-08,7.19111
2022-05-09,7.1777873
2022-05-10,4.930312
2022-05-11,5.807129
2022-05-12,6.906114
2022-05-13,7.4318576
2022-05-14,6.8603635
2022-05-15,7.3091407
2022-05-16,7.349682
2022-05-17,7.662774
2022-05-18,7.0362873
2022-05-19,7.207342
2022-05-20,7.3758473
2022-05-21,7.3157825
2022-05-22,6.336617
2022-05-23,5.715885
2022-05-24,6.0390363
2022-05-25,7.1005197
2022-05-26,5.7195063
2022-05-27,6.6057553
2022-05-28,6.7620554
2022-05-29,7.446753
2022-05-30,7.271019
2022-05-31,6.1670136
2022-06-01,5.771487
2022-06-02,5.7669024
2022-06-03,6.742179
2022-06-04,6.61847
2022-06-05,7.5889745
2022-06-06,7.8736973
2022-06-07,7.6548324
2022-06-08,7.2109666
2022-06-09,5.350992
2022-06-10,6.914571
2022-06-11,6.779153
2022-06-12,6.6777883
2022-06-13,5.4390445
2022-06-14,4.6630077
2022-06-15,4.6830106
2022-06-16,5.118229
2022-06-17,6.080934
2022-06-18,5.640932
2022-06-19,5.4109497
2022-06-20,5.545442
2022-06-21,4.7333865
2022-06-22,4.0387177
2022-06-23,5.62786
2022-06-24,6.209669
2022-06-25,6.3322377
2022-06-26,6.169768
2022-06-27,6.052686
2022-06-28,6.1896167
2022-06-29,5.601662
2022-06-30,5.929358
2022-07-01,6.703266
2022-07-02,5.673079
2022-07-03,5.845468
2022-07-04,5.551482
2022-07-05,5.8840938
2022-07-06,6.7110543
2022-07-07,5.9127088
2022-07-08,6.440335
2022-07-09,6.6819143
2022-07-10,7.1872225
2022-07-11,7.3379626
2022-07-12,6.6945605
2022-07-13,6.4595313
2022-07-14,5.5053353
2022-07-15,4.0692563
2022-07-16,5.6089606
2022-07-17,6.009512
2022-07-18,6.482055
2022-07-19,7.073051
2022-07-20,7.215248
2022-07-21,7.109631
2022-07-22,5.7589974
2022-07-23,6.015982
2022-07-24,5.7835116
2022-07-25,5.369194
2022-07-26,6.1251
2022-07-27,5.4260364
2022-07-28,5.55066
2022-07-29,5.2392325
2022-07-30,5.621991
2022-07-31,5.624886
2022-08-01,5.4519167
2022-08-02,5.2952924
2022-08-03,6.1507444
2022-08-04,6.363885
2022-08-05,5.8700185
2022-08-06,5.8272986
2022-08-07,5.9089527
2022-08-08,6.297967
2022-08-09,5.9397507
2022-08-10,6.3480053
2022-08-11,6.4531136
2022-08-12,6.5967665
2022-08-13,5.4046264
2022-08-14,4.7778025
2022-08-15,5.2273808
2022-08-16,4.5956197
2022-08-17,5.539183
2022-08-18,6.036766
2022-08-19,6.0954046
2022-08-20,5.718854
2022-08-21,5.073409
2022-08-22,6.3000684
2022-08-23,6.33942
2022-08-24,6.426159
2022-08-25,6.320668
2022-08-26,6.045076
2022-08-27,6.3760743
2022-08-28,6.36686
2022-08-29,5.480619
2022-08-30,5.5045323
2022-08-31,5.661475
2022-09-01,5.153232
2022-09-02,4.747505
2022-09-03,3.859042
2022-09-04,4.3819532
2022-09-05,3.9460917
2022-09-06,3.6184018
2022-09-07,3.370934
2022-09-08,5.09904
2022-09-09,4.9214787
2022-09-10,4.580041
2022-09-11,4.8433757
2022-09-12,5.4334393
2022-09-13,5.070978
2022-09-14,4.8692303
2022-09-15,3.849091
2022-09-16,3.7092185
2022-09-17,3.813637
2022-09-18,3.8961136
2022-09-19,3.8811588
2022-09-20,4.2540245
2022-09-21,4.3599567
2022-09-22,4.100431
2022-09-23,4.6453924
2022-09-24,4.8546996
2022-09-25,4.8430123
2022-09-26,4.2759843
2022-09-27,3.7657032
2022-09-28,4.5769606
2022-09-29,4.718869
2022-09-30,4.83765
2022-10-01,4.771216
2022-10-02,4.3393974
2022-10-03,4.260834
2022-10-04,2.783736
2022-10-05,3.0174322
2022-10-06,2.565826
2022-10-07,3.3369591
2022-10-08,3.4524453
2022-10-09,4.286346
2022-10-10,3.1945987
2022-10-11,3.9285674
2022-10-12,4.578083
2022-10-13,4.9785147
2022-10-14,4.1173677
2022-10-15,4.476271
2022-10-16,4.991291
2022-10-17,4.138703
2022-10-18,2.6687667
2022-10-19,2.432261
2022-10-20,3.811675
2022-10-21,4.1967463
2022-10-22,4.402077
2022-10-23,4.452395
2022-10-24,4.715515
2022-10-25,4.402552
2022-10-26,3.9366143
2022-10-27,4.5930514
2022-10-28,4.9974303
2022-10-29,3.857652
2022-10-30,3.8039157
2022-10-31,2.838636
2022-11-01,3.0583484
2022-11-02,3.0468326
2022-11-03,4.0950136
2022-11-04,4.5942383
2022-11-05,4.4126134
2022-11-06,4.2612367
2022-11-07,3.154416
2022-11-08,3.5335963
2022-11-09,3.349116
2022-11-10,4.068934
2022-11-11,4.125792
2022-11-12,3.7083013
2022-11-13,2.4493763
2022-11-14,4.38767
2022-11-15,3.8001032
2022-11-16,2.8929691
2022-11-17,1.4190489
2022-11-18,1.9060531
2022-11-19,2.991997
2022-11-20,1.1804394
2022-11-21,1.4361801
2022-11-22,1.3798615
2022-11-23,2.8532307
2022-11-24,3.4952202
2022-11-25,2.2783375
2022-11-26,2.0258858
2022-11-27,3.3425646
2022-11-28,2.9012494
2022-11-29,3.728605
2022-11-30,4.264691
2022-12-01,1.4915926
2022-12-02,2.8141005
2022-12-03,2.447406
2022-12-04,2.6733522
2022-12-05,3.4817123
2022-12-06,3.1117826
2022-12-07,2.433492
2022-12-08,2.9866676
2022-12-09,2.8484073
2022-12-10,3.1033802
2022-12-11,2.6276524
2022-12-12,3.528692
2022-12-13,3.7045763
2022-12-14,3.7276301
2022-12-15,2.9329424
2022-12-16,2.7173355
2022-12-17,2.6869504
2022-12-18,1.6776
2022-12-19,2.790694
2022-12-20,3.6421998
2022-12-21,2.4145494
2022-12-22,2.8811731
2022-12-23,3.4363804
2022-12-24,1.664109
2022-12-25,1.2627171
2022-12-26,2.4190102
2022-12-27,2.8793535
2022-12-28,3.4190476
2022-12-29,3.3751864
2022-12-30,2.9394298
2022-12-31,3.1104136
2023-01-01,3.266455
2023-01-02,3.595453
2023-01-03,4.094306
2023-01-04,3.4632685
2023-01-05,3.058669
2023-01-06,3.1203988
2023-01-07,3.4711454
2023-01-08,3.0040054
2023-01-09,2.7924292
2023-01-10,3.2700944
2023-01-11,3.5155396
2023-01-12,4.7308006
2023-01-13,3.406137
2023-01-14,3.4569519
2023-01-15,4.041261
2023-01-16,3.3665357
2023-01-17,3.5044594
2023-01-18,3.782917
2023-01-19,3.9273803
2023-01-20,3.278721
2023-01-21,3.347132
2023-01-22,2.6839268
2023-01-23,1.4818038
2023-01-24,4.8895383
2023-01-25,3.8548124
2023-01-26,1.9731802
2023-01-27,1.5059739
2023-01-28,3.690131
2023-01-29,3.972415
2023-01-30,3.5241272
2023-01-31,2.934163
2023-02-01,1.3315455
2023-02-02,2.0801997
2023-02-03,2.833667
2023-02-04,3.4178495
2023-02-05,3.5307648
2023-02-06,4.021174
2023-02-07,3.9890144
2023-02-08,3.7735937
2023-02-09,2.7837198
2023-02-10,3.4521358
2023-02-11,3.3210928
2023-02-12,3.95029
2023-02-13,4.4021444
2023-02-14,4.8984656
2023-02-15,4.828921
2023-02-16,5.9989805
2023-02-17,5.0641365
2023-02-18,4.013224
2023-02-19,3.5787258
2023-02-20,4.5199957
2023-02-21,4.843718
2023-02-22,6.1539125
2023-02-23,4.8039794
2023-02-24,4.6203947
2023-02-25,3.876625
2023-02-26,5.049668
2023-02-27,5.151034
2023-02-28,5.2668867
2023-03-01,5.5949435
2023-03-02,6.601877
2023-03-03,6.8058004
2023-03-04,5.202711
2023-03-05,4.9530253
2023-03-06,5.3846064
2023-03-07,4.9851522
2023-03-08,5.2323365
2023-03-09,5.260348
2023-03-10,5.288925
2023-03-11,5.7780037
2023-03-12,5.650791
2023-03-13,4.968045
2023-03-14,2.2344992
2023-03-15,3.0458348
2023-03-16,6.002628
2023-03-17,6.067749
2023-03-18,5.8350163
2023-03-19,2.4160895
2023-03-20,2.2411828
2023-03-21,5.712144
2023-03-22,5.2539573
2023-03-23,5.1554017
2023-03-24,6.5890923
2023-03-25,6.6368914
2023-03-26,6.3748055
2023-03-27,5.833119
2023-03-28,5.568571
2023-03-29,3.071281
2023-03-30,4.6505675
2023-03-31,5.760669
2023-04-01,4.890583
2023-04-02,5.780823
2023-04-03,6.5363765
2023-04-04,6.2040176
2023-04-05,6.54643
2023-04-06,3.9395676
2023-04-07,2.235161
2023-04-08,2.2579863
2023-04-09,2.1348279
2023-04-10,3.1853523
2023-04-11,3.9839344
2023-04-12,4.338823
2023-04-13,5.6491866
2023-04-14,5.469156
2023-04-15,5.510323
2023-04-16,7.047254
2023-04-17,3.9931798
2023-04-18,6.5145235
2023-04-19,5.416084
2023-04-20,6.056215
2023-04-21,6.042925
2023-04-22,5.3245673
2023-04-23,7.0601134
2023-04-24,4.821557
2023-04-25,6.357524
2023-04-26,6.3030586
2023-04-27,6.217053
2023-04-28,6.9862013
2023-04-29,7.8343563
2023-04-30,6.651622
2023-05-01,7.449016
